t,label,mode,state,reason,left_cmd,right_cmd,motor_enabled,healthy,vision_sequence,vision_status,hunt_state,enemy_state,enemy_source_direction,enemy_turn_direction,enemy_slow,enemy_confirmed,ir_front,ir_left_front,ir_right_front,ir_left_rear,ir_right_rear,ir_rear,gray_front,gray_rear,gray_left,gray_right,shovel_left,shovel_right
262.554,enemy_integration,patrol,EDGE_AVOID,前向灰度趋势变暗，提前离边,0,0,1,1,1612,no_target,IDLE,IDLE,,,0,0,1,1,0,0,0,0,689.0,1265.0,1066.0,955.0,23.0,955.0
262.574,enemy_integration,patrol,EDGE_AVOID,前向灰度趋势变暗，提前离边,0,0,1,1,1612,no_target,IDLE,IDLE,,,0,0,1,1,0,0,0,0,687.0,1262.0,1064.0,952.0,22.0,954.0
262.594,enemy_integration,patrol,EDGE_AVOID,前向灰度趋势变暗，提前离边,0,0,1,1,1612,no_target,IDLE,IDLE,,,0,0,1,1,0,0,0,0,686.0,1260.0,1063.0,951.0,23.0,956.0
262.615,enemy_integration,patrol,EDGE_AVOID,前向灰度趋势变暗，提前离边,0,0,1,1,1612,no_target,IDLE,IDLE,,,0,0,1,1,0,0,0,0,688.0,1264.0,1067.0,955.0,23.0,956.0
262.635,enemy_integration,patrol,EDGE_TURN,直线退离完成，开始转向,0,0,1,1,1612,no_target,IDLE,IDLE,,right,0,0,1,1,0,0,0,0,688.0,1262.0,1066.0,953.0,23.0,937.0
262.655,enemy_integration,patrol,EDGE_TURN,直线退离完成，开始转向,0,0,1,1,1613,no_target,IDLE,IDLE,,right,0,0,1,1,0,0,0,0,688.0,1263.0,1066.0,954.0,23.0,938.0
262.675,enemy_integration,patrol,EDGE_TURN,直线退离完成，开始转向,0,0,1,1,1613,no_target,IDLE,IDLE,,right,0,0,1,1,0,0,0,0,689.0,1265.0,1067.0,955.0,23.0,955.0
262.695,enemy_integration,patrol,EDGE_TURN,直线退离完成，开始转向,0,0,1,1,1613,no_target,IDLE,IDLE,,right,0,0,1,1,0,0,0,0,688.0,1264.0,1066.0,954.0,23.0,955.0
262.715,enemy_integration,patrol,EDGE_TURN,直线退离完成，开始转向,0,0,1,1,1613,no_target,IDLE,IDLE,,right,0,0,1,1,0,0,0,0,689.0,1266.0,1070.0,958.0,23.0,938.0
262.735,enemy_integration,patrol,EDGE_TURN,直线退离完成，开始转向,0,0,1,1,1613,no_target,IDLE,IDLE,,right,0,0,1,1,0,0,0,0,689.0,1265.0,1068.0,956.0,23.0,955.0
262.756,enemy_integration,patrol,EDGE_TURN,直线退离完成，开始转向,0,0,1,1,1613,no_target,IDLE,IDLE,,right,0,0,1,1,0,0,0,0,688.0,1263.0,1066.0,954.0,22.0,956.0
262.776,enemy_integration,patrol,EDGE_TURN,直线退离完成，开始转向,0,0,1,1,1613,no_target,IDLE,IDLE,,right,0,0,1,1,0,0,0,0,690.0,1268.0,1071.0,958.0,23.0,955.0
262.796,enemy_integration,patrol,EDGE_TURN,直线退离完成，开始转向,0,0,1,1,1614,no_target,IDLE,IDLE,,right,0,0,1,1,0,0,0,0,686.0,1260.0,1064.0,952.0,23.0,958.0
262.816,enemy_integration,patrol,EDGE_TURN,直线退离完成，开始转向,0,0,1,1,1614,no_target,IDLE,IDLE,,right,0,0,1,1,0,0,0,0,690.0,1268.0,1070.0,957.0,23.0,956.0
262.836,enemy_integration,patrol,EDGE_TURN,直线退离完成，开始转向,0,0,1,1,1614,no_target,IDLE,IDLE,,right,0,0,1,1,0,0,0,0,687.0,1261.0,1066.0,955.0,34.0,956.0
262.856,enemy_integration,patrol,EDGE_TURN,直线退离完成，开始转向,0,0,1,1,1614,no_target,IDLE,IDLE,,right,0,0,1,1,0,0,0,0,689.0,1265.0,1068.0,956.0,25.0,938.0
262.876,enemy_integration,patrol,EDGE_TURN,直线退离完成，开始转向,0,0,1,1,1614,no_target,IDLE,IDLE,,right,0,0,1,1,0,0,0,0,689.0,1265.0,1068.0,956.0,25.0,938.0
262.897,enemy_integration,patrol,EDGE_TURN,直线退离完成，开始转向,0,0,1,1,1614,no_target,IDLE,IDLE,,right,0,0,1,1,0,0,0,0,684.0,1257.0,1061.0,949.0,22.0,939.0
262.917,enemy_integration,patrol,EDGE_TURN,直线退离完成，开始转向,0,0,1,1,1614,no_target,IDLE,IDLE,,right,0,0,1,1,0,0,0,0,686.0,1261.0,1065.0,952.0,23.0,956.0
262.937,enemy_integration,patrol,EDGE_TURN,直线退离完成，开始转向,0,0,1,1,1614,no_target,IDLE,IDLE,,right,0,0,1,1,0,0,0,1,686.0,1261.0,1064.0,952.0,22.0,939.0
262.957,enemy_integration,patrol,EDGE_TURN,直线退离完成，开始转向,0,0,1,1,1615,no_target,IDLE,IDLE,,right,0,0,1,1,0,0,0,1,684.0,1256.0,1060.0,949.0,23.0,954.0
262.977,enemy_integration,patrol,EDGE_TURN,直线退离完成，开始转向,0,0,1,1,1615,no_target,IDLE,IDLE,,right,0,0,1,1,0,0,0,1,688.0,1264.0,1066.0,955.0,23.0,955.0
262.997,enemy_integration,patrol,EDGE_TURN,直线退离完成，开始转向,0,0,1,1,1615,no_target,IDLE,IDLE,,right,0,0,1,1,0,0,0,1,692.0,1271.0,1073.0,961.0,22.0,939.0
263.017,enemy_integration,patrol,EDGE_TURN,直线退离完成，开始转向,0,0,1,1,1615,no_target,IDLE,IDLE,,right,0,0,1,1,0,0,0,1,688.0,1262.0,1065.0,952.0,23.0,936.0
263.038,enemy_integration,patrol,EDGE_TURN,直线退离完成，开始转向,0,0,1,1,1615,no_target,IDLE,IDLE,,right,0,0,1,1,0,0,0,1,683.0,1256.0,1059.0,947.0,24.0,969.0
263.058,enemy_integration,patrol,EDGE_TURN,直线退离完成，开始转向,0,0,1,1,1615,no_target,IDLE,IDLE,,right,0,0,1,1,0,0,0,1,687.0,1266.0,1064.0,954.0,23.0,956.0
263.078,enemy_integration,patrol,EDGE_TURN,直线退离完成，开始转向,0,0,1,1,1615,no_target,IDLE,IDLE,,right,0,0,1,1,0,0,0,1,688.0,1264.0,1066.0,955.0,23.0,956.0
263.098,enemy_integration,patrol,EDGE_TURN,直线退离完成，开始转向,0,0,1,1,1616,no_target,IDLE,IDLE,,right,0,0,1,1,0,0,0,1,687.0,1263.0,1065.0,953.0,22.0,955.0
263.118,enemy_integration,patrol,EDGE_TURN,直线退离完成，开始转向,0,0,1,1,1616,no_target,IDLE,IDLE,,right,0,0,1,1,0,0,0,1,691.0,1270.0,1071.0,961.0,34.0,954.0
263.138,enemy_integration,patrol,EDGE_TURN,直线退离完成，开始转向,0,0,1,1,1616,no_target,IDLE,IDLE,,right,0,0,1,1,0,0,0,1,686.0,1260.0,1064.0,953.0,22.0,956.0
263.159,enemy_integration,patrol,EDGE_TURN,直线退离完成，开始转向,0,0,1,1,1616,no_target,IDLE,IDLE,,right,0,0,1,1,0,0,0,1,688.0,1264.0,1066.0,954.0,22.0,954.0
263.179,enemy_integration,patrol,EDGE_TURN,直线退离完成，开始转向,0,0,1,1,1616,no_target,IDLE,IDLE,,right,0,0,1,1,0,0,0,1,682.0,1253.0,1058.0,947.0,34.0,954.0
263.199,enemy_integration,patrol,EDGE_TURN,直线退离完成，开始转向,0,0,1,1,1616,no_target,IDLE,IDLE,,right,0,0,1,1,0,0,0,1,686.0,1260.0,1065.0,952.0,32.0,955.0
263.219,enemy_integration,patrol,EDGE_TURN,直线退离完成，开始转向,0,0,1,1,1616,no_target,IDLE,IDLE,,right,0,0,1,1,0,0,0,1,685.0,1258.0,1062.0,952.0,23.0,957.0
263.239,enemy_integration,patrol,EDGE_TURN,直线退离完成，开始转向,0,0,1,1,1617,no_target,IDLE,IDLE,,right,0,0,1,1,0,0,0,1,688.0,1265.0,1066.0,955.0,22.0,939.0
263.259,enemy_integration,patrol,EDGE_TURN,直线退离完成，开始转向,0,0,1,1,1617,no_target,IDLE,IDLE,,right,0,0,1,1,0,0,0,1,686.0,1263.0,1065.0,954.0,22.0,938.0
263.28,enemy_integration,patrol,EDGE_TURN,直线退离完成，开始转向,0,0,1,1,1617,no_target,IDLE,IDLE,,right,0,0,1,1,0,0,0,1,686.0,1264.0,1066.0,955.0,23.0,955.0
263.3,enemy_integration,patrol,EDGE_TURN,直线退离完成，开始转向,0,0,1,1,1617,no_target,IDLE,IDLE,,right,0,0,1,1,0,0,0,1,686.0,1265.0,1065.0,955.0,22.0,940.0
263.32,enemy_integration,patrol,EDGE_TURN,直线退离完成，开始转向,0,0,1,1,1617,no_target,IDLE,IDLE,,right,0,0,1,1,0,0,0,1,685.0,1260.0,1062.0,952.0,22.0,952.0
263.34,enemy_integration,patrol,EDGE_TURN,直线退离完成，开始转向,0,0,1,1,1617,no_target,IDLE,IDLE,,right,0,0,1,1,0,0,0,1,685.0,1263.0,1065.0,953.0,22.0,971.0
263.36,enemy_integration,patrol,EDGE_TURN,直线退离完成，开始转向,0,0,1,1,1617,no_target,IDLE,IDLE,,right,0,0,1,1,0,0,0,1,686.0,1263.0,1065.0,954.0,23.0,972.0
263.38,enemy_integration,patrol,EDGE_TURN,直线退离完成，开始转向,0,0,1,1,1617,no_target,IDLE,IDLE,,right,0,0,1,1,0,0,0,1,686.0,1263.0,1065.0,954.0,23.0,972.0
263.4,enemy_integration,patrol,EDGE_TURN,直线退离完成，开始转向,0,0,1,1,1618,no_target,IDLE,IDLE,,right,0,0,1,1,0,0,0,1,685.0,1259.0,1062.0,951.0,23.0,952.0
263.421,enemy_integration,patrol,EDGE_TURN,直线退离完成，开始转向,0,0,1,1,1618,no_target,IDLE,IDLE,,right,0,0,1,1,0,0,0,1,688.0,1264.0,1066.0,956.0,23.0,970.0
263.441,enemy_integration,patrol,RECOVER_FORWARD,转向完成，向前离开边缘,0,0,1,1,1618,no_target,IDLE,IDLE,,,0,0,1,1,0,0,0,1,686.0,1261.0,1065.0,954.0,23.0,955.0
263.461,enemy_integration,patrol,RECOVER_FORWARD,转向完成，向前离开边缘,0,0,1,1,1618,no_target,IDLE,IDLE,,,0,0,1,1,0,0,0,1,685.0,1260.0,1062.0,952.0,23.0,940.0
263.481,enemy_integration,patrol,RECOVER_FORWARD,转向完成，向前离开边缘,0,0,1,1,1618,no_target,IDLE,IDLE,,,0,0,1,1,0,0,0,1,693.0,1275.0,1075.0,964.0,22.0,954.0
263.501,enemy_integration,patrol,RECOVER_FORWARD,转向完成，向前离开边缘,0,0,1,1,1618,no_target,IDLE,IDLE,,,0,0,1,1,0,0,0,1,688.0,1266.0,1068.0,957.0,23.0,954.0
263.521,enemy_integration,patrol,RECOVER_FORWARD,转向完成，向前离开边缘,0,0,1,1,1618,no_target,IDLE,IDLE,,,0,0,1,1,0,0,0,1,686.0,1262.0,1064.0,953.0,23.0,940.0
263.541,enemy_integration,patrol,RECOVER_FORWARD,转向完成，向前离开边缘,0,0,1,1,1619,no_target,IDLE,IDLE,,,0,0,1,1,0,0,0,1,690.0,1272.0,1072.0,960.0,23.0,940.0
263.561,enemy_integration,patrol,RECOVER_FORWARD,转向完成，向前离开边缘,0,0,1,1,1619,no_target,IDLE,IDLE,,,0,0,1,1,0,0,0,1,688.0,1267.0,1069.0,956.0,23.0,954.0
263.582,enemy_integration,patrol,RECOVER_FORWARD,转向完成，向前离开边缘,0,0,1,1,1619,no_target,IDLE,IDLE,,,0,0,1,1,0,0,0,1,691.0,1272.0,1073.0,957.0,23.0,939.0
263.602,enemy_integration,patrol,RECOVER_FORWARD,转向完成，向前离开边缘,0,0,1,1,1619,no_target,IDLE,IDLE,,,0,0,1,1,0,0,0,1,687.0,1262.0,1066.0,955.0,23.0,956.0
263.622,enemy_integration,patrol,RECOVER_FORWARD,转向完成，向前离开边缘,0,0,1,1,1619,no_target,IDLE,IDLE,,,0,0,1,1,0,0,0,1,685.0,1256.0,1062.0,943.0,23.0,955.0
263.642,enemy_integration,patrol,RECOVER_FORWARD,转向完成，向前离开边缘,0,0,1,1,1619,no_target,IDLE,IDLE,,,0,0,1,1,0,0,0,1,687.0,1263.0,1068.0,934.0,22.0,970.0
263.662,enemy_integration,patrol,RECOVER_FORWARD,转向完成，向前离开边缘,0,0,1,1,1619,no_target,IDLE,IDLE,,,0,0,1,1,0,0,0,1,694.0,1272.0,1076.0,949.0,23.0,971.0
263.682,enemy_integration,patrol,RECOVER_FORWARD,转向完成，向前离开边缘,0,0,1,1,1620,no_target,IDLE,IDLE,,,0,0,1,1,0,0,0,1,700.0,1260.0,1072.0,931.0,32.0,972.0
263.702,enemy_integration,patrol,RECOVER_FORWARD,转向完成，向前离开边缘,0,0,1,1,1620,no_target,IDLE,IDLE,,,0,0,1,1,0,0,0,1,704.0,1260.0,1072.0,943.0,22.0,954.0
263.723,enemy_integration,patrol,RECOVER_FORWARD,转向完成，向前离开边缘,0,0,1,1,1620,no_target,IDLE,IDLE,,,0,0,1,1,0,0,0,1,707.0,1269.0,1073.0,953.0,23.0,968.0
263.743,enemy_integration,patrol,RECOVER_FORWARD,转向完成，向前离开边缘,0,0,1,1,1620,no_target,IDLE,IDLE,,,0,0,1,1,0,0,0,1,707.0,1277.0,1074.0,955.0,22.0,956.0
263.763,enemy_integration,patrol,RECOVER_FORWARD,转向完成，向前离开边缘,0,0,1,1,1620,no_target,IDLE,IDLE,,,0,0,1,1,0,0,0,1,709.0,1284.0,1079.0,960.0,23.0,972.0
263.783,enemy_integration,patrol,RECOVER_FORWARD,转向完成，向前离开边缘,0,0,1,1,1620,no_target,IDLE,IDLE,,,0,0,1,1,0,0,0,1,704.0,1281.0,1073.0,956.0,31.0,949.0
263.803,enemy_integration,patrol,RECOVER_FORWARD,转向完成，向前离开边缘,0,0,1,1,1620,no_target,IDLE,IDLE,,,0,0,1,1,0,0,0,1,716.0,1300.0,1073.0,968.0,23.0,953.0
263.823,enemy_integration,patrol,RECOVER_FORWARD,转向完成，向前离开边缘,0,0,1,1,1621,no_target,IDLE,IDLE,,,0,0,1,1,0,0,0,1,716.0,1309.0,1072.0,989.0,23.0,955.0
263.843,enemy_integration,patrol,RECOVER_FORWARD,转向完成，向前离开边缘,0,0,1,1,1621,no_target,IDLE,IDLE,,,0,0,1,1,0,0,0,1,712.0,1325.0,1074.0,996.0,23.0,956.0
263.864,enemy_integration,patrol,RECOVER_FORWARD,转向完成，向前离开边缘,0,0,1,1,1621,no_target,IDLE,IDLE,,,0,0,1,1,0,0,1,1,707.0,1315.0,1073.0,982.0,23.0,936.0
263.884,enemy_integration,patrol,RECOVER_FORWARD,转向完成，向前离开边缘,0,0,1,1,1621,no_target,IDLE,IDLE,,,0,0,1,1,0,1,1,1,717.0,1334.0,1086.0,988.0,23.0,954.0
263.904,enemy_integration,patrol,RECOVER_FORWARD,转向完成，向前离开边缘,0,0,1,1,1621,no_target,IDLE,IDLE,,,0,0,1,1,0,1,1,1,717.0,1334.0,1086.0,988.0,23.0,954.0
263.924,enemy_integration,patrol,RECOVER_FORWARD,转向完成，向前离开边缘,0,0,1,1,1621,no_target,IDLE,IDLE,,,0,0,1,1,0,1,1,1,717.0,1340.0,1093.0,989.0,23.0,939.0
263.944,enemy_integration,patrol,RECOVER_FORWARD,转向完成，向前离开边缘,0,0,1,1,1621,no_target,IDLE,IDLE,,,0,0,1,1,0,1,1,1,706.0,1330.0,1085.0,981.0,23.0,955.0
263.964,enemy_integration,patrol,RECOVER_FORWARD,转向完成，向前离开边缘,0,0,1,1,1622,no_target,IDLE,IDLE,,,0,0,1,1,0,1,1,1,702.0,1326.0,1087.0,979.0,23.0,954.0
263.984,enemy_integration,patrol,RECOVER_FORWARD,转向完成，向前离开边缘,0,0,1,1,1622,no_target,IDLE,IDLE,,,0,0,1,1,0,1,1,1,708.0,1332.0,1091.0,975.0,23.0,957.0
264.005,enemy_integration,patrol,RECOVER_FORWARD,转向完成，向前离开边缘,0,0,1,1,1622,no_target,IDLE,IDLE,,,0,0,1,1,0,1,1,1,707.0,1328.0,1089.0,976.0,23.0,956.0
264.025,enemy_integration,patrol,RECOVER_FORWARD,转向完成，向前离开边缘,0,0,1,1,1622,no_target,IDLE,IDLE,,,0,0,1,1,0,1,1,1,709.0,1320.0,1094.0,976.0,22.0,953.0
264.045,enemy_integration,patrol,RECOVER_FORWARD,转向完成，向前离开边缘,0,0,1,1,1622,no_target,IDLE,IDLE,,,0,0,1,1,0,1,1,1,709.0,1314.0,1090.0,980.0,23.0,954.0
264.065,enemy_integration,patrol,RECOVER_FORWARD,转向完成，向前离开边缘,0,0,1,1,1622,no_target,IDLE,IDLE,,,0,0,1,1,0,1,1,1,703.0,1304.0,1091.0,974.0,23.0,940.0
264.085,enemy_integration,patrol,RECOVER_FORWARD,转向完成，向前离开边缘,0,0,1,1,1622,no_target,IDLE,IDLE,,,0,0,1,1,0,1,1,1,706.0,1316.0,1097.0,977.0,23.0,938.0
264.105,enemy_integration,patrol,RECOVER_FORWARD,转向完成，向前离开边缘,0,0,1,1,1622,no_target,IDLE,IDLE,,,0,0,1,1,0,0,1,1,704.0,1307.0,1086.0,972.0,23.0,936.0
264.125,enemy_integration,patrol,RECOVER_FORWARD,转向完成，向前离开边缘,0,0,1,1,1622,no_target,IDLE,IDLE,,,0,0,1,1,0,0,0,1,711.0,1308.0,1092.0,971.0,23.0,940.0
264.146,enemy_integration,patrol,RECOVER_FORWARD,转向完成，向前离开边缘,0,0,1,1,1622,no_target,IDLE,IDLE,,,0,0,1,1,0,0,0,1,708.0,1304.0,1090.0,974.0,23.0,940.0
264.166,enemy_integration,patrol,RECOVER_FORWARD,转向完成，向前离开边缘,0,0,1,1,1622,no_target,IDLE,IDLE,,,0,0,1,1,0,0,0,1,705.0,1290.0,1088.0,967.0,23.0,954.0
264.186,enemy_integration,patrol,RECOVER_FORWARD,转向完成，向前离开边缘,0,0,1,1,1622,no_target,IDLE,IDLE,,,0,0,1,1,0,0,0,1,701.0,1282.0,1082.0,945.0,23.0,936.0
264.206,enemy_integration,patrol,RECOVER_FORWARD,转向完成，向前离开边缘,0,0,1,1,1622,no_target,IDLE,IDLE,,,0,0,1,1,0,0,0,1,703.0,1282.0,1078.0,947.0,23.0,939.0
264.226,enemy_integration,patrol,RECOVER_FORWARD,转向完成，向前离开边缘,0,0,1,1,1622,no_target,IDLE,IDLE,,,0,0,1,1,0,0,0,1,705.0,1293.0,1077.0,951.0,23.0,956.0
264.246,enemy_integration,patrol,RECOVER_FORWARD,转向完成，向前离开边缘,0,0,1,1,1622,no_target,IDLE,IDLE,,,0,0,1,1,0,0,0,1,705.0,1280.0,1075.0,946.0,23.0,954.0
264.266,enemy_integration,patrol,RECOVER_FORWARD,转向完成，向前离开边缘,0,0,1,1,1622,no_target,IDLE,IDLE,,,0,0,1,1,0,0,0,1,706.0,1280.0,1071.0,942.0,35.0,953.0
264.286,enemy_integration,patrol,RECOVER_FORWARD,转向完成，向前离开边缘,0,0,1,1,1622,no_target,IDLE,IDLE,,,0,0,1,1,0,0,0,1,706.0,1278.0,1069.0,941.0,26.0,940.0
264.306,enemy_integration,patrol,RECOVER_FORWARD,转向完成，向前离开边缘,0,0,1,1,1622,no_target,IDLE,IDLE,,,0,0,1,1,0,0,0,1,710.0,1272.0,1074.0,946.0,23.0,953.0
264.327,enemy_integration,patrol,RECOVER_FORWARD,转向完成，向前离开边缘,0,0,1,1,1622,no_target,IDLE,IDLE,,,0,0,1,1,0,0,0,1,711.0,1272.0,1075.0,939.0,23.0,953.0
264.355,enemy_integration,patrol,RECOVER_FORWARD,转向完成，向前离开边缘,0,0,1,1,1622,no_target,IDLE,IDLE,,,0,0,1,1,0,0,0,1,712.0,1279.0,1079.0,941.0,23.0,955.0
264.375,enemy_integration,patrol,RECOVER_FORWARD,转向完成，向前离开边缘,0,0,1,1,1622,no_target,IDLE,IDLE,,,0,0,1,1,0,0,0,1,716.0,1277.0,1085.0,948.0,23.0,955.0
264.395,enemy_integration,patrol,RECOVER_FORWARD,转向完成，向前离开边缘,0,0,1,1,1622,no_target,IDLE,IDLE,,,0,0,1,1,0,0,0,1,711.0,1261.0,1081.0,944.0,23.0,938.0
264.415,enemy_integration,patrol,RECOVER_FORWARD,转向完成，向前离开边缘,0,0,1,1,,stale,IDLE,IDLE,,,0,0,1,1,0,0,0,1,710.0,1257.0,1083.0,951.0,22.0,937.0
264.436,enemy_integration,patrol,RECOVER_FORWARD,转向完成，向前离开边缘,0,0,1,1,,stale,IDLE,IDLE,,,0,0,1,1,0,0,0,1,714.0,1263.0,1090.0,962.0,23.0,955.0
264.456,enemy_integration,patrol,RECOVER_FORWARD,转向完成，向前离开边缘,0,0,1,1,,stale,IDLE,IDLE,,,0,0,1,1,0,0,0,1,710.0,1257.0,1083.0,953.0,24.0,940.0
264.476,enemy_integration,patrol,RECOVER_FORWARD,转向完成，向前离开边缘,0,0,1,1,,stale,IDLE,IDLE,,,0,0,1,1,0,0,0,1,709.0,1258.0,1082.0,952.0,23.0,955.0
264.496,enemy_integration,patrol,RECOVER_FORWARD,转向完成，向前离开边缘,0,0,1,1,,stale,IDLE,IDLE,,,0,0,1,1,0,0,0,1,711.0,1263.0,1084.0,950.0,23.0,937.0
264.516,enemy_integration,patrol,RECOVER_FORWARD,转向完成，向前离开边缘,0,0,1,1,,stale,IDLE,IDLE,,,0,0,1,1,0,0,0,1,714.0,1270.0,1088.0,948.0,22.0,955.0
264.536,enemy_integration,patrol,RECOVER_FORWARD,转向完成，向前离开边缘,0,0,1,1,,stale,IDLE,IDLE,,,0,0,1,1,0,0,0,1,711.0,1264.0,1080.0,941.0,22.0,956.0
264.557,enemy_integration,patrol,RECOVER_FORWARD,转向完成，向前离开边缘,0,0,1,1,,stale,IDLE,IDLE,,,0,0,1,1,0,0,0,1,712.0,1264.0,1081.0,944.0,23.0,953.0
264.577,enemy_integration,patrol,RECOVER_FORWARD,转向完成，向前离开边缘,0,0,1,1,,stale,IDLE,IDLE,,,0,0,1,1,0,0,0,1,715.0,1273.0,1086.0,948.0,23.0,954.0
264.598,enemy_integration,patrol,RECOVER_FORWARD,转向完成，向前离开边缘,0,0,1,1,1623,no_target,IDLE,IDLE,,,0,0,1,1,0,0,0,1,721.0,1286.0,1094.0,957.0,23.0,971.0
264.618,enemy_integration,patrol,RECOVER_FORWARD,转向完成，向前离开边缘,0,0,1,1,1623,no_target,IDLE,IDLE,,,0,0,1,1,0,0,0,1,714.0,1277.0,1085.0,946.0,23.0,969.0
264.638,enemy_integration,patrol,RECOVER_FORWARD,转向完成，向前离开边缘,0,0,1,1,1623,no_target,IDLE,IDLE,,,0,0,1,1,0,0,0,1,714.0,1282.0,1084.0,944.0,23.0,970.0
264.658,enemy_integration,patrol,RECOVER_FORWARD,转向完成，向前离开边缘,0,0,1,1,1623,no_target,IDLE,IDLE,,,0,0,1,1,0,0,0,1,714.0,1282.0,1084.0,944.0,23.0,970.0
264.678,enemy_integration,patrol,RECOVER_FORWARD,转向完成，向前离开边缘,0,0,1,1,1623,no_target,IDLE,IDLE,,,0,0,1,1,0,0,0,1,713.0,1281.0,1081.0,937.0,23.0,971.0
264.698,enemy_integration,patrol,RECOVER_FORWARD,转向完成，向前离开边缘,0,0,1,1,1623,no_target,IDLE,IDLE,,,0,0,1,1,0,0,0,1,709.0,1278.0,1082.0,936.0,23.0,972.0
264.718,enemy_integration,patrol,RECOVER_FORWARD,转向完成，向前离开边缘,0,0,1,1,1623,no_target,IDLE,IDLE,,,0,0,1,1,0,0,0,1,707.0,1280.0,1080.0,924.0,23.0,954.0
264.739,enemy_integration,patrol,RECOVER_FORWARD,转向完成，向前离开边缘,0,0,1,1,1623,no_target,IDLE,IDLE,,,0,0,1,1,0,0,0,1,705.0,1294.0,1082.0,928.0,22.0,970.0
264.759,enemy_integration,patrol,RECOVER_FORWARD,转向完成，向前离开边缘,0,0,1,1,1624,no_target,IDLE,IDLE,,,0,0,1,1,0,0,0,1,697.0,1288.0,1076.0,932.0,23.0,959.0
264.779,enemy_integration,patrol,RECOVER_FORWARD,转向完成，向前离开边缘,0,0,1,1,1624,no_target,IDLE,IDLE,,,0,0,1,1,0,0,0,1,700.0,1305.0,1084.0,948.0,22.0,939.0
264.8,enemy_integration,patrol,RECOVER_FORWARD,转向完成，向前离开边缘,0,0,1,1,1624,no_target,IDLE,IDLE,,,0,0,1,1,0,0,0,1,694.0,1291.0,1081.0,950.0,23.0,940.0
264.82,enemy_integration,patrol,RECOVER_FORWARD,转向完成，向前离开边缘,0,0,1,1,1624,no_target,IDLE,IDLE,,,0,0,1,1,0,0,0,1,696.0,1294.0,1082.0,946.0,23.0,954.0
264.84,enemy_integration,patrol,RECOVER_FORWARD,转向完成，向前离开边缘,0,0,1,1,1624,no_target,IDLE,IDLE,,,0,0,1,1,0,0,0,1,694.0,1298.0,1080.0,945.0,22.0,955.0
264.86,enemy_integration,patrol,RECOVER_FORWARD,转向完成，向前离开边缘,0,0,1,1,1624,no_target,IDLE,IDLE,,,0,0,1,1,0,0,0,1,696.0,1309.0,1090.0,952.0,23.0,956.0
264.88,enemy_integration,patrol,RECOVER_FORWARD,转向完成，向前离开边缘,0,0,1,1,1624,no_target,IDLE,IDLE,,,0,0,1,1,0,0,0,1,698.0,1317.0,1097.0,970.0,23.0,953.0
264.9,enemy_integration,patrol,RECOVER_FORWARD,转向完成，向前离开边缘,0,0,1,1,1624,no_target,IDLE,IDLE,,,0,0,1,1,0,0,0,1,705.0,1340.0,1099.0,960.0,23.0,970.0
264.921,enemy_integration,patrol,RECOVER_FORWARD,转向完成，向前离开边缘,0,0,1,1,1625,no_target,IDLE,IDLE,,,0,0,1,1,0,0,0,1,706.0,1350.0,1106.0,963.0,23.0,955.0
264.941,enemy_integration,enemy_push,PUSH,正前红外发现敌人，开始推动,0,0,1,1,1625,no_target,IR_UNCLASSIFIED,PUSH,front,,0,0,1,1,0,0,0,1,717.0,1346.0,1113.0,992.0,33.0,968.0
264.961,enemy_integration,enemy_push,PUSH,正前红外发现敌人，开始推动,700,700,1,1,1625,no_target,IDLE,PUSH,front,,0,0,1,1,0,0,1,1,724.0,1355.0,1120.0,991.0,23.0,951.0
264.981,enemy_integration,enemy_push,PUSH,正前红外发现敌人，开始推动,700,700,1,1,1625,no_target,IDLE,PUSH,front,,0,0,0,1,0,0,1,1,732.0,1355.0,1132.0,1004.0,24.0,955.0
265.001,enemy_integration,enemy_push,PUSH,正前红外发现敌人，开始推动,700,700,1,1,1625,no_target,IDLE,PUSH,front,,0,0,0,1,0,0,1,1,736.0,1362.0,1132.0,1013.0,24.0,956.0
265.021,enemy_integration,enemy_push,PUSH,正前红外发现敌人，开始推动,700,700,1,1,1625,no_target,IDLE,PUSH,front,,0,0,0,1,0,0,1,1,740.0,1367.0,1130.0,1030.0,28.0,923.0
265.042,enemy_integration,enemy_push,PUSH,正前红外发现敌人，开始推动,700,700,1,1,1625,no_target,IDLE,PUSH,front,,0,0,0,1,0,0,1,1,745.0,1379.0,1137.0,1031.0,24.0,937.0
265.064,enemy_integration,enemy_push,PUSH,正前红外发现敌人，开始推动,350,350,1,1,1626,no_target,IDLE,PUSH,front,,1,0,0,1,0,0,1,1,753.0,1388.0,1140.0,1058.0,23.0,940.0
265.084,enemy_integration,enemy_push,PUSH,正前红外发现敌人，开始推动,350,350,1,1,1626,no_target,IDLE,PUSH,front,,1,0,0,1,0,0,1,1,754.0,1408.0,1143.0,1057.0,23.0,956.0
265.104,enemy_integration,enemy_push,PUSH,正前红外发现敌人，开始推动,350,350,1,1,1626,no_target,IDLE,PUSH,front,,1,0,0,1,0,0,1,1,746.0,1410.0,1147.0,1062.0,23.0,954.0
265.124,enemy_integration,enemy_push,PUSH,正前红外发现敌人，开始推动,350,350,1,1,1626,no_target,IDLE,PUSH,front,,1,0,0,1,0,0,1,1,752.0,1409.0,1142.0,1056.0,23.0,939.0
